StartDate,EndDate,IPAddress,US,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,b6,b7,b8,b9,mfq1,mfq2,mfq3,mfq4,mfq5,mfq6,mfq7,mfq8,mfq9,mfq10,mfq11,mfq12,mfq13,mfq14,mfq15,mfq16,mfq17,mfq18,mfq19,mfq20,mfq21,mfq22,mfq23,mfq24,mfq25,mfq26,mfq27,mfq28,mfq29,mfq30,mfq31,svs1,svs2,svs3,svs4,svs5,svs6,svs7,svs8,svs9,svs10,svs11,io,si,so,deq1,deq2,deq3,deq4,deq5,deq6,deq7,deq8,bp1,bp2,bp3,bp4,bp5,bp6,bp7,bp8,bp9,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,sex,age,race,race_6_TEXT,ses,ed,for_pol,eco_pol,soc_pol,rel_pol,polaff,relaff,relaff_1_TEXT,relaff_10_TEXT,stp,pray,relserv,relint,purpose,purpose_check,study,study_check,task,explain,goal,task_susp,strategy,cond,condName
6/24/2017 14:49,6/24/2017 14:59,152.169.181.8,1,567,R_12nj4xmPUuuAlln,-34.66670227,-58.33329773,,,,,,,,,,5,6,6,5,7,6,5,6,7,1,3,2,6,5,3,6,6,4,3,2,5,6,6,6,5,3,1,6,6,4,6,2,4,1,4,3,5,1,6,5,7,5,7,7,1,6,6,7,4,4,4,3,3,2,2,2,1,1,1,1,2,1,,,,,,,,,,7,7,4,7,7,5,7,7,4,1,29,5,,3,4,2,4,3,4,5,8,,,7,1,1,1,"If we believe in the so called God, grown ups imaginary friend. And how he isn't even nice but people don't notice it...Whomever invented Religion, wanted to rule them all and so he did and does until today, he should get an award for that. Most manipulative creature to ever exist. ",0,How we judge the grown ups' imaginary friend. ,0,2,,1,0,To make it clear that I never had an imaginary friends but I do have real ones. :) Have a great day!,1,B
6/24/2017 14:49,6/24/2017 14:56,96.36.64.62,0,446,R_25TOIMcfJz1qxJw,35.04840088,-82.08519745,7,6,6,7,7,6,7,6,6,,,,,,,,,,1,2,2,6,6,3,6,3,6,3,2,3,6,6,6,4,4,5,6,6,1,6,3,3,5,4,5,5,2,6,6,6,7,6,2,5,7,6,6,6,6,6,4,5,4,1,1,1,1,1,1,1,1,7,7,7,7,2,6,5,7,7,,,,,,,,,,1,55,5,,3,5,2,2,2,1,6,8,,,7,1,1,2,Belief,0,degrees and perceptions of belief,0,2,,2,0,,0,A
6/24/2017 14:49,6/24/2017 14:59,70.44.106.168,0,568,R_2atwlHIKg34n1pn,40.13769531,-76.88749695,1,7,7,7,7,1,7,7,7,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,7,5,6,7,1,6,6,1,1,1,7,1,7,1,1,7,7,7,7,7,7,7,7,7,,,,,,,,,,1,33,5,,4,2,6,6,6,6,3,1,,,1,4,2,9,to see religious affiliation,0,my faith,0,2,,2,0,,0,A
6/24/2017 14:49,6/24/2017 14:57,75.174.190.187,0,508,R_88tw1EbMn58paKJ,43.61210632,-116.3914948,,,,,,,,,,6,6,5,7,2,6,1,3,2,1,2,2,6,6,3,6,1,5,1,3,2,6,6,5,1,1,3,5,6,3,6,4,1,1,1,3,2,5,6,5,4,6,4,1,4,5,6,4,6,5,7,2,3,1,1,1,1,1,1,1,1,1,,,,,,,,,,3,6,7,6,7,3,7,6,5,2,40,5,,5,3,2,1,1,1,7,8,,,6,1,1,5,To study how religion relates to morality and political positions.,0,"Religion, morality, and political affiliation.",0,2,,2,0,,1,B
6/24/2017 14:52,6/24/2017 15:01,73.61.22.190,0,561,R_3qQi6dhuQ591noT,42.63389587,-71.29570007,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,5,5,1,5,3,6,6,3,6,5,6,6,7,7,6,7,6,6,6,6,5,3,3,1,1,1,1,1,1,1,1,1,,,,,,,,,,5,4,5,5,5,4,5,5,5,2,46,5,,5,3,4,4,4,4,4,2,,,1,1,1,1,no idea i just try to stay honest,0,no idea ...the relationship between action and behavior? ,0,2,,2,0,,1,B
6/24/2017 14:56,6/24/2017 15:01,68.226.91.3,0,306,R_2YVcAw3vjPZL6b7,41.83790588,-71.39320374,5,5,6,6,5,6,6,6,6,,,,,,,,,,1,3,3,5,5,3,4,4,4,4,4,3,4,4,4,2,2,2,4,5,4,4,4,2,4,4,2,4,2,5,4,6,7,6,3,6,5,6,5,4,6,3,3,5,2,1,1,1,1,1,1,1,1,5,5,5,5,3,5,3,5,5,,,,,,,,,,2,29,5,,3,4,6,6,2,4,4,7,,,6,1,1,1,Religiousness vs. human compassion,0,Same answer as above,0,2,,2,0,,0,A
6/24/2017 15:51,6/24/2017 15:54,174.19.227.147,0,189,R_SWepID6k3SPStm9,33.50759888,-112.0582962,,,,,,,,,,7,7,7,7,7,7,7,7,7,6,3,1,6,6,3,6,6,6,6,1,4,6,6,6,6,6,5,6,6,5,6,4,6,6,4,6,6,6,6,6,7,7,7,7,7,7,6,7,7,7,6,3,4,2,1,1,3,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,25,5,,4,1,4,4,4,4,4,7,,,2,4,1,5,Perceptions toward God,0,,0,2,,2,0,,1,B
6/24/2017 15:51,6/24/2017 16:03,73.231.19.114,0,692,R_6Pbxw5M4Lpi1kdz,34.60450745,-120.397995,2,5,5,5,5,2,2,2,2,,,,,,,,,,3,2,3,6,4,3,5,6,5,3,5,4,5,4,4,5,5,5,3,5,4,3,4,2,2,5,2,5,4,5,3,5,5,5,3,5,6,6,5,4,6,5,3,5,3,1,1,1,2,1,2,1,2,6,6,6,6,5,6,5,6,6,,,,,,,,,,2,32,5,,3,4,5,5,5,5,3,7,,,5,1,3,5,To see how people felt about God and other aspects of religion and right vs wrong,0,Personalities and God,0,2,,2,0,,0,A
6/24/2017 15:51,6/24/2017 15:54,174.50.131.86,0,152,R_1OCF8R8UIu1ZPIc,37.67829895,-120.9501038,,,,,,,,,,5,4,5,6,5,3,4,5,5,2,4,4,3,4,5,3,4,5,5,3,4,4,2,5,3,5,3,3,2,4,4,3,5,4,5,4,5,4,5,6,3,6,6,5,5,4,6,6,5,4,5,6,4,4,4,3,5,5,6,6,4,5,,,,,,,,,,4,5,6,5,5,7,5,7,5,1,22,5,,2,1,3,6,5,5,1,7,,,1,4,3,5,not sure,0,not sure,0,2,,2,0,,1,B
6/24/2017 15:52,6/24/2017 16:02,108.192.89.165,0,620,R_s6E94YwQZqmq8M1,35.34559631,-119.0755997,,,,,,,,,,6,6,6,7,6,6,6,7,7,3,3,3,6,6,3,6,3,6,3,2,3,6,6,4,4,4,6,6,6,4,6,3,3,4,3,6,4,4,6,6,5,6,6,3,5,5,6,5,3,5,6,2,4,3,1,1,4,4,1,2,1,4,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,51,5,,5,2,1,1,1,2,7,1,Episcopalian,,1,6,5,8,To find out about how people feel about religion. ,0,The ways that people think about religion. ,0,2,,2,0,,1,B
6/24/2017 15:53,6/24/2017 16:03,96.19.48.123,0,588,R_bDFa9bizORKPutH,43.42849731,-112.004097,5,6,6,6,6,5,6,5,5,,,,,,,,,,4,5,2,5,5,3,5,5,5,5,6,3,5,3,4,2,2,2,4,5,4,2,4,2,4,5,2,5,4,6,5,6,7,5,5,5,6,6,6,4,6,6,5,4,4,1,1,2,1,1,2,1,1,5,5,6,5,4,5,5,6,6,,,,,,,,,,1,61,5,,3,3,6,6,4,3,3,9,,,5,1,1,2,To guage my relationship with God and my social values.,0,Social values.,0,2,,2,0,,0,A
6/24/2017 15:54,6/24/2017 16:04,75.109.77.188,0,565,R_30qU67VoajH8ccM,35.58050537,-77.01270294,,,,,,,,,,7,7,7,7,7,7,7,7,7,4,3,3,6,6,3,6,5,6,6,5,5,6,4,6,6,6,3,6,6,6,6,4,6,6,6,1,6,6,6,6,5,6,4,4,5,5,6,5,5,5,6,3,4,2,1,1,7,7,1,7,1,7,,,,,,,,,,3,3,4,5,4,1,6,5,4,1,52,5,,3,4,5,6,5,1,3,9,,,2,6,1,5,To gather information regarding belief in God.,0,Religious conviction,0,2,,2,0,,1,B
6/24/2017 16:04,6/24/2017 16:13,45.46.232.161,0,529,R_wSpkRCgLqi4n0Jz,42.64990234,-76.98789978,3,3,5,6,6,2,6,5,6,,,,,,,,,,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,2,5,6,2,6,2,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,1,33,5,,3,4,4,4,4,4,4,9,,,2,2,2,2,idk,0,idk,0,2,,2,0,,0,A
6/24/2017 16:09,6/24/2017 16:31,99.187.224.76,0,1269,R_3J2iSC9CHfOrRLv,37.77990723,-121.9779968,,,,,,,,,,6,5,7,6,6,6,7,7,7,1,2,2,6,6,3,4,3,6,6,4,4,6,6,6,4,4,6,6,6,2,6,6,3,1,5,6,4,1,6,5,7,6,4,6,7,7,6,6,4,3,2,3,6,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,47,2,East Indian,2,4,1,1,2,4,6,4,,,7,5,2,1,Determine if there is a correlation between political and religious views,0,Correlation between religious views and political views,0,2,,2,0,,1,B
6/24/2017 16:54,6/24/2017 17:00,108.230.124.237,0,368,R_3qe3OkPTgIHv8Vx,31.85450745,-106.5329971,4,4,4,4,4,4,4,4,4,,,,,,,,,,1,5,3,6,6,3,6,4,6,4,5,5,6,6,6,5,5,6,6,6,1,6,5,3,2,3,6,5,1,6,5,7,6,5,7,7,7,6,7,1,6,5,1,7,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,,,,,,,,,,2,51,5,,5,3,1,1,1,1,7,8,,,7,1,1,1,perceptions on religion ,0,how many people still believe,0,2,,2,0,i just don't believe.,0,A
6/24/2017 16:54,6/24/2017 17:05,108.204.194.225,0,635,R_20THSF8MvQ6zx4K,34.3401947,-89.48329926,2,2,3,2,2,2,3,2,3,,,,,,,,,,4,5,5,6,5,3,5,3,4,5,5,4,3,3,5,4,5,3,5,5,4,4,4,5,5,6,3,6,4,5,4,5,6,5,7,5,6,6,5,5,5,6,6,6,5,1,1,2,4,1,4,1,3,6,6,7,6,6,6,7,6,6,,,,,,,,,,2,38,5,,4,4,5,6,3,3,3,1,baptist,,2,3,2,5,people's view on God,0,people's views on God and their perception of right/wrong,0,2,,2,0,,0,A
6/24/2017 16:54,6/24/2017 17:16,174.110.251.73,0,1304,R_eswgBD0CVMr4pgZ,34.92730713,-78.90930176,2,2,2,2,2,2,3,2,2,,,,,,,,,,3,2,2,6,6,3,5,3,5,3,3,3,6,6,4,4,3,4,6,6,2,6,6,3,5,3,1,3,4,6,5,7,6,5,5,7,7,6,7,7,7,5,2,5,1,2,3,6,6,2,6,3,5,7,7,7,7,7,7,7,7,7,,,,,,,,,,1,44,5,,3,4,2,2,2,2,6,2,,,4,2,2,3,To see how our beliefs in God align with society and what beliefs we considered religious.  ,0,To see how our beliefs in God align with society.,0,2,,1,0,I tried to be honest with myself.,0,A
6/24/2017 16:54,6/24/2017 17:00,138.229.153.23,0,346,R_3HFY9oC61y1pxcY,35.12579346,-117.9859009,,,,,,,,,,6,6,6,6,6,6,6,6,6,1,6,1,6,6,3,6,6,6,6,1,6,6,6,6,6,4,4,6,5,5,5,5,5,5,6,5,5,5,5,5,7,7,7,7,7,7,6,7,7,7,7,3,4,3,1,1,2,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,25,5,,5,2,6,6,6,6,2,9,,,5,1,1,1,to see peoples religious attitiudes,0,if religion changed their way of thinking,0,2,,2,0,,1,B
6/24/2017 16:54,6/24/2017 17:01,98.24.201.37,0,450,R_3h6KUQEN4r5bvz3,35.17140198,-78.89559937,6,6,7,7,6,6,7,7,7,,,,,,,,,,1,5,2,6,5,3,5,5,6,4,4,3,5,5,4,3,2,3,5,6,3,5,3,2,6,2,5,3,1,6,4,3,6,5,4,6,5,6,4,5,7,7,3,5,2,2,2,1,1,2,1,2,1,7,7,7,6,5,7,5,7,7,,,,,,,,,,2,27,5,,3,4,2,3,1,1,6,8,,,6,1,1,1,"To gauge how people think of religion, and how it impacts how they think about society as a whole and about themselves.",0,See above,0,2,,2,0,,0,A
6/24/2017 16:55,6/24/2017 17:01,72.24.11.173,0,360,R_6FpzQPGbU18zT6V,33.63830566,-96.72450256,2,3,3,6,5,2,6,3,5,,,,,,,,,,5,5,4,6,4,3,4,5,5,5,5,5,5,5,5,4,5,3,5,4,4,4,3,4,4,5,2,5,4,6,4,5,5,5,4,5,4,6,5,4,5,4,3,5,3,1,1,2,4,1,4,1,4,3,3,5,5,2,3,2,5,6,,,,,,,,,,2,48,5,,2,5,7,6,7,6,2,1,non denominational,,1,5,5,8,religion and political views,0,religion and political views,0,2,,2,0,,0,A
6/24/2017 16:55,6/24/2017 17:01,104.181.143.222,0,376,R_2Qs3k7e3ln6mjYx,34.14759827,-117.4580994,,,,,,,,,,7,7,7,7,7,7,7,7,7,6,6,6,6,5,3,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,3,6,6,5,1,6,6,6,6,7,7,7,7,7,7,6,7,7,7,7,3,3,3,1,1,7,7,1,7,1,7,,,,,,,,,,4,4,6,6,6,4,7,1,4,2,28,3,,3,1,6,6,6,6,2,1,,evangelical,1,6,6,5,To determine my opinions and reactions towards religion,0,To study different reactions towards God and everything he represents.,0,2,,2,0,,1,B
6/24/2017 16:56,6/24/2017 17:07,65.31.130.79,0,681,R_2AFHYQfQIuU1KvE,43.043396,-87.89450073,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,2,2,5,5,3,3,2,4,3,1,2,5,5,4,2,5,2,6,3,3,5,5,4,2,5,2,5,6,5,5,7,6,6,2,6,6,6,7,2,6,3,3,4,2,1,1,1,1,1,1,1,1,,,,,,,,,,6,6,6,6,6,6,6,6,6,1,37,5,,5,4,5,5,3,6,3,1,lutheran,,1,5,1,7,To understand my view of God through the lens of my personality,0,my personality and my view of God,0,2,,2,0,,1,B
6/24/2017 17:39,6/24/2017 17:42,68.42.202.9,0,201,R_1n7Wl4iDCJW4UtX,42.17590332,-83.48069763,6,7,6,5,6,6,5,5,6,,,,,,,,,,6,5,4,4,5,3,5,6,5,5,6,5,4,4,5,5,5,6,5,4,5,6,5,4,4,5,5,6,5,5,6,6,5,5,5,6,6,6,7,7,6,6,6,3,5,6,6,4,7,7,6,6,6,5,6,6,5,5,6,7,6,6,,,,,,,,,,1,22,1,,3,3,6,7,7,6,2,2,,,2,4,2,7,i do not know,0,I do not know,0,2,,2,0,,0,A
6/24/2017 17:55,6/24/2017 18:05,70.173.114.20,0,602,R_cZMuBmzeQkEaDgB,36.0625,-115.3191986,3,3,3,3,4,2,2,2,2,,,,,,,,,,4,4,4,4,4,3,4,4,4,5,3,3,4,4,4,5,5,6,4,6,5,5,5,5,6,5,3,4,4,6,6,5,5,4,4,5,5,6,5,5,5,4,1,2,1,1,1,4,3,1,1,1,3,7,7,7,7,7,7,7,7,7,,,,,,,,,,1,20,2,,3,2,2,2,2,2,6,6,,,1,6,1,7,i am not sure,0,people believes towards god.,0,2,,2,0,,0,A
6/24/2017 17:55,6/24/2017 18:04,75.109.236.47,0,562,R_2EBsWs0XB56ALFo,37.686203,-80.83670044,,,,,,,,,,7,7,7,7,7,7,7,7,7,5,6,5,6,6,3,5,5,4,5,5,6,5,6,4,4,5,1,5,1,6,5,6,4,3,5,4,5,6,5,6,6,7,6,7,7,7,6,6,7,6,7,3,5,3,1,1,5,5,1,5,1,5,,,,,,,,,,2,1,2,2,1,1,2,1,2,1,45,2,,3,4,4,4,4,4,6,4,,,1,6,2,7,The survey was about beilef in God and worldly matters.,0,It was trying to study human inclination towards God and religion.,0,2,,2,0,,1,B
6/24/2017 17:56,6/24/2017 18:16,97.97.236.231,0,1197,R_24qH92qSzeVSBBY,28.82130432,-82.26129913,,,,,,,,,,7,7,7,7,1,7,7,7,7,5,6,4,6,6,3,5,6,6,5,4,5,5,5,5,4,5,2,5,2,2,4,3,2,4,5,4,5,4,5,5,7,7,6,6,6,7,6,7,4,6,6,5,7,6,1,1,4,3,1,5,1,5,,,,,,,,,,1,5,1,1,5,1,1,1,1,2,49,6,African American Caucasian,3,5,3,5,2,1,5,10,,New Age Realsim ,2,4,3,7,Personal beliefs ,0,Personal beliefs and how it guides you on social issues,0,2,,2,0,,1,B
6/24/2017 17:56,6/24/2017 18:06,74.197.41.130,0,645,R_2EtNZiLaNFSv6nx,31.26669312,-100.4243011,2,2,2,2,2,2,2,2,2,,,,,,,,,,5,5,4,5,5,3,5,4,5,5,2,3,4,4,5,6,5,5,5,5,5,5,3,2,3,5,3,5,5,6,4,6,6,6,6,6,6,6,6,6,6,6,3,3,1,1,1,3,2,1,3,1,3,7,7,7,7,7,7,7,7,7,,,,,,,,,,2,44,3,,4,4,6,6,6,6,2,1,,Christian,1,6,1,8,The purpose of this study was to analyze people's belief in God.,0,The experiment was trying to see everyone's different perceptions of how GOD is.,0,2,,2,0,,0,A
6/24/2017 17:56,6/24/2017 18:29,73.10.111.58,0,1965,R_3kwb0rWzs1uKTju,39.70419312,-74.25460052,1,1,1,1,1,1,1,1,1,,,,,,,,,,6,6,6,6,6,3,6,4,5,6,6,6,6,6,6,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,7,7,7,7,6,6,6,1,1,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,2,43,5,,3,4,4,4,4,4,4,2,,,1,4,1,9,i do not know,0,i do not know,0,2,,2,0,,0,A
6/24/2017 17:57,6/24/2017 18:07,72.177.107.241,0,542,R_2a8KoDmUywxRoYo,30.38139343,-97.9355011,5,5,5,6,5,2,5,5,2,,,,,,,,,,3,1,1,5,5,3,4,5,5,5,2,3,5,4,5,3,4,5,4,4,2,4,1,1,1,4,1,4,3,6,3,7,6,6,5,6,5,6,6,5,5,4,4,4,3,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,,,,,,,,,,2,32,5,,2,3,3,5,3,4,4,1,,Non denominational Christian,3,4,4,6,I think it looks at how much people believe in God and how that weighs on societal views.,0,I think it looks at how much people believe in God and how that weighs on societal views.,0,2,,2,0,,0,A
6/24/2017 17:57,6/24/2017 18:12,68.40.230.108,0,938,R_ukmLdlof7GeUMTv,42.39549255,-83.13809967,,,,,,,,,,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,4,5,6,6,6,6,6,6,5,6,6,4,4,3,3,3,3,3,4,6,6,4,4,4,4,4,4,6,7,4,4,5,2,1,1,1,1,5,5,1,5,1,5,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,33,1,,3,4,4,4,4,4,4,7,,,3,5,2,5,See in people believe in God,0,People beliefs ,0,2,,2,0,,1,B
6/24/2017 18:06,6/24/2017 18:08,138.197.175.214,1,79,R_2OThnsKPsO7vBZw,43.65550232,-79.36260223,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,4,4,4,4,4,4,4,4,4,2,26,5,,4,3,4,4,4,4,4,9,,,5,1,1,5,get opinions,0,my ideas,0,2,,2,0,,1,B
6/24/2017 18:24,6/24/2017 18:29,72.229.132.205,0,278,R_3nTvKf93gDxfLV5,40.8625946,-73.92179871,,,,,,,,,,5,4,6,4,5,5,7,6,6,4,4,5,6,5,3,6,4,6,5,5,4,6,4,5,4,4,4,6,6,1,5,3,3,5,4,4,3,2,6,6,7,6,6,5,6,6,6,7,4,6,5,4,4,3,1,1,5,6,1,5,1,7,,,,,,,,,,4,4,4,3,3,1,3,1,1,2,51,5,,3,4,3,4,1,3,6,2,,,3,3,3,5,not sure--interesting!,0,personality traits,0,2,,2,0,,1,B
